Harbour Lane Logistics
Outbound shipments
Exported 2026-06-30

Tracking No,Ship Date,Destination Port,Carrier,Weight (kg),Pallet Count,Declared Value,Customs Ref
HL-000343,2026-05-09,Rotterdam,UPS,229.91,3,2509.09,CR-00343
HL-000344,2026-06-30,Felixstowe,FedEx,238.1,5,12373.77,CR-00344
HL-000345,2026-05-11,Felixstowe,Maersk,176.03,2,16120.7,CR-00345
HL-000346,2026-06-29,Gdansk,DHL,65.41,16,31691.64,CR-00346
HL-000347,2026-03-19,Felixstowe,FedEx,141.51,20,30181.37,CR-00347
HL-000348,2026-06-28,Rotterdam,DHL,100.89,10,24883.44,CR-00348
HL-000349,2026-01-18,Felixstowe,UPS,242.98,16,15160.72,CR-00349
HL-000350,2026-04-04,Felixstowe,FedEx,269.17,8,37257.87,CR-00350
HL-000351,2026-01-25,Algeciras,Maersk,176.39,9,9126.94,CR-00351
HL-000352,2026-05-31,Felixstowe,FedEx,13.98,4,15848.78,CR-00352
HL-000353,2026-04-28,Felixstowe,UPS,259.16,13,1228.66,CR-00353
HL-000354,2026-01-06,Rotterdam,UPS,178.72,4,22555.97,
HL-000355,2026-04-07,Felixstowe,UPS,80.64,16,39466,CR-00355
HL-000356,2026-06-05,Gdansk,UPS,58.69,21,4580.43,CR-00356
HL-000357,2026-03-02,Felixstowe,UPS,163,8,30537.33,CR-00357
HL-000358,2026-02-12,Felixstowe,UPS,222.68,5,23271.12,CR-00358
HL-000359,2026-04-25,Rotterdam,DHL,325.88,20,17544.75,CR-00359
HL-000360,2026-06-10,Rotterdam,UPS,328.49,11,38578.96,CR-00360
HL-000361,2026-03-08,Felixstowe,DHL,172.85,19,1302.13,CR-00361
HL-000362,2026-01-23,Rotterdam,DHL,87.32,18,18704.59,
HL-000363,2026-02-24,Felixstowe,DHL,3.69,1,33373.79,CR-00363
HL-000364,2026-04-27,Felixstowe,DHL,84.99,25,40472.4,CR-00364
HL-000365,2026-03-03,Algeciras,UPS,222,11,2070.29,CR-00365
HL-000366,2026-06-07,Algeciras,FedEx,167.87,12,14271.66,CR-00366
HL-000367,2026-03-03,Gdansk,FedEx,362.44,12,11383.58,CR-00367
HL-000368,2026-03-14,Rotterdam,FedEx,177.54,19,42611.74,CR-00368
HL-000369,2026-01-05,Algeciras,DHL,300.76,24,33366.91,CR-00369
HL-000370,2026-05-21,Gdansk,UPS,134.68,3,34541.83,CR-00370
HL-000371,2026-02-08,Rotterdam,UPS,156.13,20,15556.46,CR-00371
HL-000372,2026-02-11,Algeciras,DHL,356.41,10,8014.26,CR-00372
HL-000373,2026-04-13,Rotterdam,UPS,262.43,16,8279.18,CR-00373
HL-000374,2026-03-01,Rotterdam,FedEx,207.66,23,28431.07,CR-00374
HL-000375,2026-01-30,Rotterdam,UPS,284.41,22,13072.54,CR-00375
HL-000376,2026-06-06,Rotterdam,UPS,346.22,18,10100.17,CR-00376
HL-000377,2026-02-19,Felixstowe,FedEx,310.13,21,11920.86,CR-00377
HL-000378,2026-05-15,Algeciras,DHL,286.7,23,4503.19,CR-00378
HL-000379,2026-04-13,Rotterdam,DHL,64.88,8,39772.24,CR-00379
HL-000380,2026-06-21,Rotterdam,UPS,374.94,6,481.48,CR-00380
HL-000381,2026-06-21,Felixstowe,FedEx,146.7,23,35543.76,CR-00381
HL-000382,2026-02-22,Rotterdam,UPS,245.72,10,30248.13,CR-00382
HL-000383,2026-05-12,Felixstowe,UPS,60.55,10,17148.69,CR-00383
HL-000384,2026-06-06,Felixstowe,DHL,186.36,26,42863.13,CR-00384
HL-000385,2026-06-26,Rotterdam,Maersk,153.6,12,26562.68,CR-00385
HL-000386,2026-05-16,Felixstowe,FedEx,87.87,19,28449.17,CR-00386
HL-000387,2026-04-28,Rotterdam,FedEx,357.32,2,15472.27,CR-00387
HL-000388,2026-05-04,Piraeus,DHL,222.25,18,12507.23,CR-00388
HL-000389,2026-06-01,Gdansk,UPS,52.82,11,6637.93,
HL-000390,2026-03-13,Felixstowe,FedEx,262.22,12,42985.54,
HL-000391,2026-03-15,Felixstowe,UPS,338.66,22,9387.78,
HL-000392,2026-05-10,Gdansk,UPS,132.2,7,17624.63,CR-00392
HL-000393,2026-03-09,Felixstowe,DHL,7.95,15,37355.17,CR-00393
HL-000394,2026-05-29,Algeciras,UPS,158.27,10,35129.99,CR-00394
HL-000395,2026-05-20,Gdansk,FedEx,264.97,19,40123.92,CR-00395
HL-000396,2026-06-23,Gdansk,DHL,126.37,13,23411.24,CR-00396
HL-000397,2026-05-21,Gdansk,UPS,189.64,11,25650.3,CR-00397
HL-000398,2026-02-05,Rotterdam,UPS,336.09,22,10814.5,CR-00398
HL-000399,2026-02-05,Algeciras,Maersk,310.86,12,22071.8,
HL-000400,2026-02-05,Felixstowe,UPS,118.76,7,14622.65,CR-00400
HL-000401,2026-06-17,Rotterdam,DHL,178.88,23,45254.02,CR-00401
HL-000402,2026-03-08,Rotterdam,DHL,248.17,18,14903.35,CR-00402
HL-000403,2026-05-10,Algeciras,UPS,159.03,19,41868.02,CR-00403
HL-000404,2026-03-22,Piraeus,DHL,19.86,17,46580.55,CR-00404
HL-000405,2026-02-07,Rotterdam,UPS,237.49,18,40964.17,CR-00405
HL-000406,2026-01-12,Rotterdam,DHL,224.25,3,10741.09,CR-00406
HL-000407,2026-03-05,Rotterdam,Maersk,285.36,9,21541.49,CR-00407
HL-000408,2026-06-18,Felixstowe,DHL,2.12,14,27184.32,CR-00408
HL-000409,2026-06-21,Rotterdam,DHL,180.54,14,36726.8,CR-00409
HL-000410,2026-04-10,Felixstowe,DHL,148.76,21,19284.75,CR-00410
HL-000411,2026-06-27,Rotterdam,DHL,132.76,5,4385.84,CR-00411
HL-000412,2026-06-09,Felixstowe,DHL,105.12,10,37624.81,
HL-000413,2026-01-01,Rotterdam,UPS,160.36,22,26925.48,CR-00413
HL-000414,2026-04-28,Gdansk,Maersk,150.26,13,33545.57,CR-00414
HL-000415,2026-01-15,Felixstowe,UPS,50.8,13,6521.37,CR-00415
HL-000416,2026-01-08,Gdansk,DHL,209.5,11,9304.01,CR-00416
HL-000417,2026-01-18,Rotterdam,DHL,13.19,16,38457.97,CR-00417
HL-000418,2026-03-28,Algeciras,FedEx,92.68,8,32256.09,CR-00418
HL-000419,2026-03-12,Gdansk,UPS,309.7,26,24746,CR-00419
HL-000420,2026-06-04,Gdansk,DHL,121.39,21,5067.06,CR-00420
HL-000421,2026-02-03,Algeciras,UPS,253.03,10,27020.85,CR-00421
HL-000422,2026-05-11,Gdansk,DHL,308.29,17,31062.57,CR-00422
HL-000423,2026-05-15,Rotterdam,DHL,358.31,6,5906.41,CR-00423
HL-000424,2026-05-11,Rotterdam,FedEx,249.2,4,20305.92,
HL-000425,2026-01-13,Gdansk,DHL,108.39,14,38023.79,CR-00425
HL-000426,2026-01-01,Gdansk,FedEx,157.55,15,18630.54,
HL-000427,2026-06-29,Algeciras,UPS,12.37,6,47383.38,CR-00427
HL-000428,2026-05-21,Rotterdam,UPS,276.7,10,37185.95,CR-00428
HL-000429,2026-06-20,Algeciras,FedEx,192.76,25,32266.07,CR-00429
HL-000430,2026-04-30,Rotterdam,FedEx,311.38,13,10602.2,CR-00430
HL-000431,2026-06-21,Algeciras,FedEx,288.32,18,43526.95,
HL-000432,2026-01-21,Rotterdam,FedEx,296.3,10,34635.95,CR-00432
HL-000433,2026-01-22,Felixstowe,DHL,39.07,25,31940.57,CR-00433
HL-000434,2026-05-27,Piraeus,UPS,212.11,21,16539.66,CR-00434
HL-000435,2026-03-11,Rotterdam,FedEx,342.21,13,22286.29,CR-00435
HL-000436,2026-01-02,Felixstowe,DHL,91.2,9,39122.06,CR-00436
HL-000437,2026-02-18,Felixstowe,DHL,365.8,1,23504.39,CR-00437
HL-000438,2026-01-08,Rotterdam,UPS,86.19,26,8265.84,CR-00438
HL-000439,2026-04-12,Algeciras,DHL,219.34,21,14299.84,CR-00439
HL-000440,2026-05-02,Felixstowe,FedEx,200.48,13,19149.58,CR-00440
HL-000441,2026-02-26,Gdansk,Maersk,335.81,10,14112.17,CR-00441
HL-000442,2026-04-23,Rotterdam,DHL,39.16,23,25599.37,CR-00442
HL-000443,2026-01-07,Piraeus,UPS,55.98,5,11650.01,CR-00443
HL-000444,2026-02-06,Felixstowe,DHL,250.2,6,47062,CR-00444
HL-000445,2026-02-05,Algeciras,DHL,367.78,3,43356.45,CR-00445
HL-000446,2026-05-15,Felixstowe,DHL,359.84,9,43708.86,CR-00446
HL-000447,2026-01-14,Rotterdam,Maersk,266.72,2,43377.12,CR-00447
HL-000448,2026-01-20,Rotterdam,UPS,200.24,5,9207.53,CR-00448
HL-000449,2026-03-22,Gdansk,FedEx,239.45,17,45103.44,CR-00449
HL-000450,2026-06-26,Gdansk,UPS,327.68,8,41702.48,CR-00450
HL-000451,2026-01-17,Rotterdam,DHL,255.1,15,23743.5,CR-00451
HL-000452,2026-05-29,Rotterdam,DHL,288.26,5,6952.3,CR-00452
HL-000453,2026-01-20,Piraeus,Maersk,242.44,17,19007.04,CR-00453
HL-000454,2026-02-05,Gdansk,UPS,352.33,16,22855.56,CR-00454
HL-000455,2026-05-07,Rotterdam,DHL,27.55,4,13225.29,
HL-000456,2026-03-02,Felixstowe,DHL,209.22,17,3423.78,CR-00456
HL-000457,2026-01-31,Algeciras,DHL,273.58,18,4224.92,
HL-000458,2026-04-04,Felixstowe,FedEx,365.26,21,6285.76,CR-00458
HL-000459,2026-05-18,Gdansk,DHL,319.87,10,17519.38,CR-00459
HL-000460,2026-04-29,Gdansk,Maersk,148.03,2,3658.58,CR-00460
HL-000461,2026-03-22,Gdansk,DHL,75.95,18,14638.37,
HL-000462,2026-03-15,Rotterdam,FedEx,58.34,12,41108.84,CR-00462
HL-000463,2026-04-27,Rotterdam,UPS,294.49,24,28144.8,CR-00463
HL-000464,2026-06-06,Rotterdam,DHL,128.62,25,11165.45,CR-00464
HL-000465,2026-05-24,Rotterdam,UPS,185.77,21,12844.87,CR-00465
HL-000466,2026-01-01,Algeciras,Maersk,230.33,16,10186.13,CR-00466
HL-000467,2026-03-16,Rotterdam,DHL,215.34,3,12023.51,
HL-000468,2026-04-07,Rotterdam,DHL,367.51,2,20706.89,CR-00468
HL-000469,2026-05-01,Rotterdam,UPS,136.5,13,33841.47,CR-00469
HL-000470,2026-05-08,Rotterdam,UPS,77.91,9,13237.21,CR-00470
HL-000471,2026-04-03,Felixstowe,UPS,131.34,11,3117,CR-00471
HL-000472,2026-01-23,Rotterdam,UPS,372.16,22,4048.61,CR-00472
HL-000473,2026-01-11,Rotterdam,DHL,39.65,12,31438.73,CR-00473
HL-000474,2026-03-04,Rotterdam,DHL,335.47,1,36894.35,CR-00474
HL-000475,2026-01-25,Piraeus,DHL,236.57,20,12008.22,CR-00475
HL-000476,2026-02-08,Algeciras,DHL,370.8,11,11053.99,CR-00476
HL-000477,2026-05-23,Rotterdam,DHL,105.2,11,16494.96,CR-00477
HL-000478,2026-06-26,Rotterdam,DHL,275.67,10,46904.18,CR-00478
HL-000479,2026-04-12,Piraeus,DHL,251.96,9,39261.82,CR-00479
HL-000480,2026-04-22,Gdansk,FedEx,255.65,20,431.49,CR-00480
HL-000481,2026-04-29,Algeciras,Maersk,270.04,19,45361.22,CR-00481
HL-000482,2026-06-08,Felixstowe,DHL,38.79,15,31385.36,CR-00482
HL-000483,2026-05-17,Algeciras,DHL,272.64,26,6869.23,CR-00483
HL-000484,2026-06-11,Felixstowe,DHL,277.73,25,14154.06,
HL-000485,2026-05-05,Gdansk,Maersk,31.08,23,24350.32,CR-00485
HL-000486,2026-04-10,Rotterdam,UPS,209.82,6,44253.67,CR-00486
HL-000487,2026-03-31,Rotterdam,FedEx,62.47,4,27366.57,CR-00487
HL-000488,2026-02-03,Felixstowe,DHL,280.23,17,31206.45,CR-00488
HL-000489,2026-03-31,Felixstowe,DHL,279.01,25,8441.9,CR-00489
HL-000490,2026-04-03,Piraeus,UPS,253.35,4,20098.59,CR-00490
HL-000491,2026-03-03,Piraeus,UPS,312.78,8,38102.96,CR-00491
HL-000492,2026-06-20,Gdansk,DHL,131.69,20,9698.5,CR-00492
HL-000493,2026-02-05,Felixstowe,UPS,145.93,6,21232.92,CR-00493
HL-000494,2026-02-13,Gdansk,UPS,59.8,21,30508.24,CR-00494
HL-000495,2026-03-25,Felixstowe,UPS,147.33,25,21959.66,CR-00495
HL-000496,2026-02-16,Felixstowe,DHL,222.2,21,46339.25,CR-00496
HL-000497,2026-01-07,Rotterdam,UPS,170.3,24,21120.68,CR-00497
HL-000498,2026-01-03,Gdansk,UPS,201.8,22,564.67,CR-00498
HL-000499,2026-01-29,Algeciras,DHL,65.41,3,33616.42,CR-00499
HL-000500,2026-04-29,Piraeus,DHL,145.9,12,44604.05,
HL-000501,2026-04-17,Felixstowe,DHL,270.8,26,27761.62,CR-00501
HL-000502,2026-02-18,Algeciras,DHL,190.97,15,21822.99,CR-00502
HL-000503,2026-06-16,Gdansk,DHL,341.46,7,36470.95,CR-00503
HL-000504,2026-03-09,Rotterdam,UPS,317.37,18,6692.76,CR-00504
HL-000505,2026-05-10,Gdansk,UPS,340.56,17,19515.1,CR-00505
HL-000506,2026-05-13,Felixstowe,UPS,4.07,22,21869.81,CR-00506
HL-000507,2026-05-27,Rotterdam,UPS,16.37,12,37973.06,
HL-000508,2026-03-02,Felixstowe,FedEx,237.64,17,16558.64,CR-00508
HL-000509,2026-01-03,Felixstowe,Maersk,322.99,21,7540.11,CR-00509
HL-000510,2026-04-27,Rotterdam,UPS,80,22,5837.48,CR-00510
HL-000511,2026-06-11,Rotterdam,DHL,23.53,7,874.12,CR-00511
HL-000512,2026-02-13,Felixstowe,FedEx,197.35,10,2436.87,CR-00512
HL-000513,2026-06-24,Felixstowe,Maersk,239.16,11,31725.71,CR-00513
HL-000514,2026-01-01,Piraeus,DHL,116.01,9,43023.6,CR-00514
HL-000515,2026-03-30,Rotterdam,DHL,35.86,19,40553.02,CR-00515
HL-000516,2026-04-29,Algeciras,DHL,367.54,2,9904.09,CR-00516
HL-000517,2026-03-23,Felixstowe,FedEx,309.12,24,33806.18,CR-00517
HL-000518,2026-04-03,Rotterdam,DHL,18.09,25,32019.88,CR-00518
HL-000519,2026-02-19,Rotterdam,DHL,18.51,3,33114.21,CR-00519
HL-000520,2026-04-18,Felixstowe,UPS,31.77,22,25415.62,CR-00520
HL-000521,2026-04-15,Felixstowe,FedEx,88.66,23,44914.2,CR-00521
HL-000522,2026-04-10,Gdansk,DHL,94.24,5,45528.73,CR-00522
HL-000523,2026-05-04,Rotterdam,DHL,109.69,14,27243.67,CR-00523
HL-000524,2026-06-22,Gdansk,UPS,52.73,22,998.28,CR-00524
HL-000525,2026-02-15,Felixstowe,Maersk,218.63,18,3765.64,CR-00525
HL-000526,2026-01-29,Rotterdam,UPS,308,4,37622.56,CR-00526
HL-000527,2026-06-26,Piraeus,UPS,152.75,2,14939.42,CR-00527
HL-000528,2026-02-28,Rotterdam,UPS,310.75,4,1586.11,CR-00528
HL-000529,2026-05-14,Felixstowe,FedEx,34.78,19,14847.7,CR-00529
HL-000530,2026-06-13,Rotterdam,DHL,141.89,13,44570.79,CR-00530
HL-000531,2026-06-03,Gdansk,DHL,56.78,5,14861.42,
HL-000532,2026-03-28,Rotterdam,FedEx,371.55,18,4626.25,CR-00532
HL-000533,2026-05-29,Algeciras,UPS,64.04,8,41143.65,CR-00533
HL-000534,2026-03-01,Algeciras,UPS,5.7,14,337.84,CR-00534
HL-000535,2026-06-14,Rotterdam,DHL,4.18,12,23945.78,CR-00535
HL-000536,2026-01-03,Felixstowe,UPS,235.04,6,29198.99,CR-00536
HL-000537,2026-01-23,Rotterdam,UPS,300.34,16,33733.23,CR-00537
HL-000538,2026-04-12,Felixstowe,UPS,159.17,8,1758.35,CR-00538
HL-000539,2026-02-07,Rotterdam,DHL,92.86,23,42865.24,CR-00539
HL-000540,2026-04-17,Piraeus,UPS,14.93,3,41220.48,CR-00540
HL-000541,2026-03-25,Felixstowe,UPS,71.68,20,1083.11,CR-00541
HL-000542,2026-04-30,Rotterdam,DHL,2.95,5,9704.05,CR-00542
HL-000543,2026-06-10,Gdansk,Maersk,341.98,24,20356.81,CR-00543
HL-000544,2026-04-28,Algeciras,Maersk,84.84,10,1479.3,CR-00544
HL-000545,2026-03-26,Felixstowe,DHL,131.4,3,40913.01,CR-00545
HL-000546,2026-05-31,Rotterdam,Maersk,311.22,9,32098.05,CR-00546
HL-000547,2026-05-26,Felixstowe,UPS,376.86,4,46424.36,CR-00547
HL-000548,2026-05-05,Gdansk,UPS,13.38,6,12517.22,CR-00548
HL-000549,2026-04-18,Rotterdam,DHL,128.28,22,5323.64,CR-00549
HL-000550,2026-02-24,Gdansk,Maersk,105.45,5,28609.76,CR-00550
HL-000551,2026-06-14,Gdansk,DHL,129.09,26,1235.41,CR-00551
HL-000552,2026-03-25,Piraeus,UPS,275.66,13,33953.6,CR-00552
HL-000553,2026-04-29,Felixstowe,DHL,44.71,18,42973.16,CR-00553
HL-000554,2026-03-02,Felixstowe,UPS,183.51,22,12462.13,CR-00554
HL-000555,2026-03-01,Gdansk,Maersk,92,19,22226.64,CR-00555
HL-000556,2026-03-13,Gdansk,FedEx,181.91,7,42255.44,CR-00556
HL-000557,2026-05-25,Rotterdam,Maersk,92.98,22,15524.76,CR-00557
HL-000558,2026-04-12,Piraeus,UPS,209.16,14,11259.54,CR-00558
HL-000559,2026-05-15,Felixstowe,FedEx,349.37,23,24306.92,CR-00559
HL-000560,2026-04-12,Felixstowe,FedEx,131.39,19,32393.25,CR-00560
HL-000561,2026-01-07,Rotterdam,UPS,256.45,2,5671.62,CR-00561
HL-000562,2026-01-29,Rotterdam,DHL,115.93,18,23876.97,CR-00562
HL-000563,2026-06-16,Gdansk,DHL,74.19,21,11104.45,CR-00563
HL-000564,2026-04-29,Rotterdam,Maersk,149.89,20,22337.96,
HL-000565,2026-04-26,Gdansk,UPS,323.75,4,6602.26,CR-00565
HL-000566,2026-01-07,Felixstowe,Maersk,29.2,22,25314.21,CR-00566
HL-000567,2026-03-06,Rotterdam,UPS,47.66,9,42334.87,CR-00567
HL-000568,2026-01-10,Felixstowe,DHL,16.47,14,29876.99,CR-00568
HL-000569,2026-01-14,Rotterdam,DHL,168.75,17,10836.29,CR-00569
HL-000570,2026-06-03,Algeciras,DHL,44.61,15,8804.26,CR-00570
HL-000571,2026-03-02,Rotterdam,FedEx,75.9,19,4448.74,CR-00571
HL-000572,2026-03-04,Algeciras,DHL,172.49,11,5615.27,CR-00572
HL-000573,2026-05-25,Felixstowe,UPS,231.05,22,37414.1,CR-00573
HL-000574,2026-06-27,Rotterdam,Maersk,342.4,24,12362.21,CR-00574
HL-000575,2026-06-05,Rotterdam,FedEx,199.06,21,21015.65,CR-00575
HL-000576,2026-03-22,Algeciras,DHL,155.53,15,1716.79,CR-00576
HL-000577,2026-04-07,Algeciras,Maersk,286.16,17,26320.78,CR-00577
HL-000578,2026-02-01,Rotterdam,DHL,252.17,21,45461.94,CR-00578
HL-000579,2026-03-05,Rotterdam,DHL,25.44,9,35144.02,
HL-000580,2026-04-30,Rotterdam,UPS,370.18,10,34857.77,CR-00580
HL-000581,2026-05-09,Rotterdam,FedEx,236.6,18,36749.58,CR-00581
HL-000582,2026-04-30,Felixstowe,DHL,87.98,24,29553.03,CR-00582
HL-000583,2026-04-29,Felixstowe,FedEx,106.79,2,40527.49,CR-00583
HL-000584,2026-05-06,Felixstowe,DHL,170.36,17,44028.07,CR-00584
HL-000585,2026-04-02,Rotterdam,FedEx,290.23,24,29695.05,CR-00585
HL-000586,2026-01-21,Rotterdam,UPS,307.67,9,20339.76,CR-00586
HL-000587,2026-02-14,Rotterdam,DHL,250.84,3,3787.73,
HL-000588,2026-02-02,Felixstowe,UPS,113.02,10,15094.57,
HL-000589,2026-02-20,Algeciras,Maersk,303.12,13,15137.11,CR-00589
HL-000590,2026-03-22,Piraeus,Maersk,66.52,2,41483.87,CR-00590
HL-000591,2026-05-30,Felixstowe,Maersk,245.46,7,47274.53,CR-00591
HL-000592,2026-03-02,Felixstowe,UPS,104.43,12,2133.51,CR-00592
HL-000593,2026-06-18,Rotterdam,DHL,13.6,15,5369.54,CR-00593
HL-000594,2026-03-10,Felixstowe,DHL,310.09,14,19697.53,CR-00594
HL-000595,2026-01-16,Rotterdam,FedEx,200.67,12,46630.19,CR-00595
HL-000596,2026-03-05,Rotterdam,UPS,237.53,12,14284.61,CR-00596
HL-000597,2026-01-17,Felixstowe,FedEx,309.85,6,22076.7,CR-00597
HL-000598,2026-02-13,Gdansk,DHL,288.34,5,6679.08,CR-00598
HL-000599,2026-03-16,Felixstowe,UPS,247.67,1,40085.97,CR-00599
HL-000600,2026-05-24,Piraeus,DHL,120,18,1178.79,CR-00600
HL-000601,2026-05-07,Rotterdam,Maersk,280.41,22,11314.16,
HL-000602,2026-06-25,Rotterdam,FedEx,274.29,1,14857.02,CR-00602
HL-000603,2026-03-20,Gdansk,DHL,55.31,20,40264.48,CR-00603
HL-000604,2026-03-29,Rotterdam,UPS,316.62,14,22921.98,CR-00604
HL-000605,2026-02-05,Piraeus,DHL,185.57,24,45480.7,CR-00605
HL-000606,2026-03-16,Felixstowe,DHL,131.98,21,11020.13,CR-00606
HL-000607,2026-04-12,Felixstowe,UPS,294.21,3,33966.95,CR-00607
HL-000608,2026-05-02,Piraeus,FedEx,84.57,2,5905.64,CR-00608
HL-000609,2026-03-21,Felixstowe,DHL,190.61,6,36494.96,CR-00609
HL-000610,2026-01-18,Felixstowe,UPS,281.89,10,1401.93,CR-00610
HL-000611,2026-01-06,Algeciras,UPS,204.22,23,44179.37,CR-00611
HL-000612,2026-05-11,Rotterdam,DHL,133.57,3,21204.69,CR-00612
HL-000613,2026-01-27,Algeciras,FedEx,46.46,7,24806.25,CR-00613
HL-000614,2026-03-18,Algeciras,UPS,110.99,4,43338.16,CR-00614
HL-000615,2026-04-26,Gdansk,FedEx,213.08,15,25527.92,CR-00615
HL-000616,2026-05-02,Rotterdam,DHL,142.77,22,29921.58,CR-00616
HL-000617,2026-01-02,Algeciras,UPS,174.92,14,5839.68,CR-00617
HL-000618,2026-03-06,Rotterdam,DHL,177.43,13,29371.28,
HL-000619,2026-01-18,Felixstowe,Maersk,165.9,9,39763.5,
HL-000620,2026-05-01,Algeciras,Maersk,107.13,16,28883.09,CR-00620
HL-000621,2026-06-25,Felixstowe,UPS,374.59,8,38893.29,
HL-000622,2026-02-27,Gdansk,UPS,375.13,12,27169.42,CR-00622
HL-000623,2026-02-06,Rotterdam,FedEx,357.31,14,11457.88,CR-00623
HL-000624,2026-05-22,Piraeus,UPS,374.18,2,43989.6,CR-00624
HL-000625,2026-03-24,Rotterdam,Maersk,145.86,17,1637.11,CR-00625
HL-000626,2026-06-26,Algeciras,DHL,284.71,16,11948.27,CR-00626
HL-000627,2026-03-05,Gdansk,DHL,15.24,6,5648.85,CR-00627
HL-000628,2026-06-08,Felixstowe,DHL,206.11,16,33743.39,CR-00628
HL-000629,2026-03-14,Algeciras,DHL,145.18,9,17115.31,
HL-000630,2026-03-21,Rotterdam,UPS,219.28,25,16117.59,CR-00630
HL-000631,2026-05-29,Felixstowe,DHL,357.67,11,32810.14,CR-00631
HL-000632,2026-01-22,Algeciras,FedEx,18.14,24,33997.15,CR-00632
HL-000633,2026-05-24,Algeciras,DHL,365.58,15,24882.48,CR-00633
HL-000634,2026-05-08,Algeciras,UPS,83.69,13,14857.76,CR-00634
HL-000635,2026-04-07,Algeciras,DHL,317.61,20,35346.25,CR-00635
HL-000636,2026-06-24,Gdansk,DHL,202.82,3,16682.64,CR-00636
HL-000637,2026-06-26,Rotterdam,UPS,195.36,10,36025.73,CR-00637
HL-000638,2026-01-19,Felixstowe,UPS,327.01,16,9251.69,CR-00638
HL-000639,2026-03-13,Algeciras,DHL,34.01,11,39712.93,CR-00639
HL-000640,2026-03-30,Felixstowe,DHL,289.14,5,815.25,CR-00640
HL-000641,2026-03-16,Algeciras,FedEx,66.4,11,1858.31,CR-00641
HL-000642,2026-03-29,Felixstowe,DHL,332.09,4,4787.96,CR-00642
HL-000643,2026-06-08,Rotterdam,Maersk,120.32,11,16619.62,CR-00643
HL-000644,2026-01-27,Rotterdam,DHL,163.2,18,33001.17,CR-00644
HL-000645,2026-02-21,Rotterdam,UPS,300.93,24,38401.22,CR-00645
HL-000646,2026-02-23,Rotterdam,FedEx,224.86,19,39357.5,CR-00646
HL-000647,2026-01-04,Rotterdam,DHL,45.03,11,40486.31,CR-00647
HL-000648,2026-02-09,Rotterdam,DHL,201.18,21,47908.83,CR-00648
HL-000649,2026-02-13,Gdansk,FedEx,56.99,16,24694.31,CR-00649
HL-000650,2026-04-08,Felixstowe,DHL,207.36,8,24122.87,CR-00650
HL-000651,2026-01-15,Gdansk,Maersk,165.43,14,216.42,CR-00651
HL-000652,2026-01-13,Felixstowe,UPS,184.51,16,5287.32,CR-00652
HL-000653,2026-05-14,Felixstowe,DHL,246.41,13,10333.68,CR-00653
HL-000654,2026-01-18,Algeciras,DHL,164.19,11,20185.27,CR-00654
HL-000655,2026-01-02,Rotterdam,DHL,271.27,25,43187.52,CR-00655
HL-000656,2026-02-16,Piraeus,DHL,306.6,3,4322.23,CR-00656
HL-000657,2026-06-01,Gdansk,DHL,202.86,5,44833.16,CR-00657
HL-000658,2026-01-14,Felixstowe,DHL,256.18,24,23564.4,CR-00658
HL-000659,2026-06-18,Algeciras,DHL,328.55,3,1480.31,CR-00659
HL-000660,2026-03-20,Piraeus,FedEx,95.06,18,19420.58,CR-00660
HL-000661,2026-03-06,Gdansk,FedEx,356.04,14,38819.84,CR-00661
HL-000662,2026-05-12,Felixstowe,DHL,42.87,2,40705.39,CR-00662
HL-000663,2026-03-08,Rotterdam,UPS,190.98,21,29317.63,CR-00663
HL-000664,2026-02-07,Piraeus,UPS,111.42,9,20683.89,
HL-000665,2026-06-30,Rotterdam,UPS,260.64,4,28894.96,CR-00665
HL-000666,2026-02-16,Piraeus,UPS,269.13,11,11177.16,CR-00666
HL-000667,2026-01-02,Gdansk,UPS,316.72,11,11703.59,CR-00667
HL-000668,2026-05-25,Rotterdam,DHL,137.05,22,24499.22,CR-00668
HL-000669,2026-04-21,Gdansk,FedEx,219.1,25,10279.6,CR-00669
HL-000670,2026-06-01,Felixstowe,DHL,127.42,11,19003.86,CR-00670
HL-000671,2026-04-22,Rotterdam,DHL,77.81,9,35050.87,CR-00671
HL-000672,2026-06-11,Rotterdam,FedEx,82.3,7,25348.82,CR-00672
HL-000673,2026-02-21,Felixstowe,FedEx,236.66,12,35554.65,CR-00673
HL-000674,2026-01-07,Piraeus,DHL,377.07,3,40118.85,CR-00674
HL-000675,2026-04-01,Felixstowe,DHL,9.16,16,36592.51,CR-00675
HL-000676,2026-05-04,Piraeus,DHL,147.55,9,23399.33,CR-00676
HL-000677,2026-03-01,Rotterdam,DHL,349.09,9,42985.46,CR-00677
HL-000678,2026-03-26,Rotterdam,DHL,134.29,16,12379.09,CR-00678
HL-000679,2026-01-30,Rotterdam,DHL,155.37,21,6000.74,CR-00679
HL-000680,2026-06-19,Gdansk,Maersk,157.99,20,32052.67,CR-00680
HL-000681,2026-02-16,Felixstowe,FedEx,19.58,1,270.32,CR-00681
HL-000682,2026-02-27,Gdansk,FedEx,56.13,5,38764.68,CR-00682
HL-000683,2026-02-10,Rotterdam,UPS,137.91,19,43101.68,CR-00683
HL-000684,2026-03-10,Piraeus,DHL,200.63,3,46032.27,CR-00684
HL-000685,2026-01-26,Felixstowe,DHL,196.03,24,34662.88,CR-00685
HL-000686,2026-04-17,Gdansk,DHL,337.77,2,46727.3,CR-00686
