Date,Transaction Type,No.,Memo/Description,Account No.,Account,Debit,Credit,Created By,Created
,,,Licence renewal 5135,2100,Sales tax payable,,349.10,,
08/08/2025,Payment,1526,Customer payment 5222,1010,Cash and cash equivalents:Operating account,"6,281.05",,m.laurent,08/08/2025 4:31:59 PM
,,,Customer payment 5222,1200,Accounts receivable,,"6,281.05",,
08/08/2025,Bill,1530,Monthly service 5229,6100,Rent,"6,090.33",,s.pettersen,08/08/2025 8:09:24 PM
,,,Monthly service 5229,2010,Accounts payable,,"6,090.33",,
08/10/2025,Expense,1482,Purchase order 5136,5010,Cost of sales:Materials,"1,430.72",,s.pettersen,08/10/2025 5:02:22 PM
,,,Purchase order 5136,1010,Cash and cash equivalents:Operating account,,"1,430.72",,
08/10/2025,Credit Memo,1492,Credit note 5155,04090,Sales discounts,"1,697.76",,d.okonkwo,08/10/2025 1:13:27 PM
,,,Credit note 5155,01200,Accounts receivable,,"1,697.76",,
08/10/2025,Bill,1495,Purchase order 5160,6500,Bank charges,"5,318.02",,System Administrator,08/10/2025 7:08:02 PM
,,,Purchase order 5160,2010,Accounts payable,,"5,318.02",,
08/10/2025,Bill,1527,Purchase order 5223,5020,Cost of sales:Freight,940.30,,System Administrator,08/10/2025 4:15:48 PM
,,,Purchase order 5223,2010,Accounts payable,,940.30,,
08/11/2025,Bill,1504,Reimbursement 5177,6400,Travel and entertainment,533.60,,s.pettersen,08/11/2025 10:37:20 PM
,,,Reimbursement 5177,2010,Accounts payable,,533.60,,
08/12/2025,Sales Receipt,1487,Invoice 2025-5147,1010,Cash and cash equivalents:Operating account,"2,321.24",,System Administrator,08/12/2025 11:05:12 PM
,,,Invoice 2025-5147,4010,Revenue:Product,,"1,934.37",,
,,,Invoice 2025-5147,2100,Sales tax payable,,386.87,,
08/12/2025,Bill,1515,Reimbursement 5201,6100,Rent,"7,602.14",,m.laurent,08/12/2025 1:52:00 PM
,,,Reimbursement 5201,2010,Accounts payable,,"7,602.14",,
08/13/2025,Sales Receipt,1522,Licence renewal 5213,1010,Cash and cash equivalents:Operating account,518.16,,System Administrator,08/13/2025 11:14:21 AM
,,,Licence renewal 5213,4010,Revenue:Product,,431.80,,
,,,Licence renewal 5213,2100,Sales tax payable,,86.36,,
08/13/2025,Invoice,1535,Invoice 2025-5238,1200,Accounts receivable,"1,682.66",,d.okonkwo,08/13/2025 8:07:11 PM
,,,Invoice 2025-5238,4020,Revenue:Services,,"1,402.22",,
,,,Invoice 2025-5238,2100,Sales tax payable,,280.44,,
08/14/2025,Bill,1510,Purchase order 5189,6250,Software subscriptions,"8,465.93",,d.okonkwo,08/14/2025 11:07:46 AM
,,,Purchase order 5189,02010,Accounts payable,,"8,465.93",,
08/15/2025,Payment,1486,Customer payment 5145,1010,Cash and cash equivalents:Operating account,"10,541.12",,System Administrator,08/15/2025 8:15:38 AM
,,,Customer payment 5145,1200,Accounts receivable,,"10,541.12",,
08/15/2025,Bill,1493,Monthly service 5156,6500,Bank charges,"8,456.97",,d.okonkwo,08/15/2025 6:37:15 PM
,,,Monthly service 5156,2010,Accounts payable,,"8,456.97",,
08/15/2025,Payment,1506,Customer payment 5181,1010,Cash and cash equivalents:Operating account,"3,804.08",,m.laurent,08/15/2025 1:40:24 AM
,,,Customer payment 5181,1200,Accounts receivable,,"3,804.08",,
08/15/2025,Bill,1518,Purchase order 5205,05010,Cost of sales:Materials,"4,547.79",,m.laurent,08/15/2025 1:36:19 PM
,,,Purchase order 5205,2010,Accounts payable,,"4,547.79",,
08/16/2025,Bill Payment (Check),1514,Payment to supplier 5198,2010,Accounts payable,"8,957.20",,a.varga,08/16/2025 2:26:53 PM
,,,Payment to supplier 5198,1010,Cash and cash equivalents:Operating account,,"8,957.20",,
08/18/2025,Bill Payment (Check),1533,Payment to supplier 5233,2010,Accounts payable,"9,772.30",,d.okonkwo,08/18/2025 8:04:40 AM
,,,Payment to supplier 5233,1010,Cash and cash equivalents:Operating account,,"9,772.30",,
08/19/2025,Invoice,1511,Invoice 2025-5191,1200,Accounts receivable,"16,303.26",,System Administrator,08/19/2025 2:55:41 PM
,,,Invoice 2025-5191,4020,Revenue:Services,,"13,586.05",,
,,,Invoice 2025-5191,2100,Sales tax payable,,"2,717.21",,
08/20/2025,Bill Payment (Check),1484,Payment to supplier 5141,2010,Accounts payable,"5,068.05",,m.laurent,08/20/2025 1:17:47 PM
,,,Payment to supplier 5141,1010,Cash and cash equivalents:Operating account,,"5,068.05",,
08/20/2025,Bill Payment (Check),1516,Payment to supplier 5202,2010,Accounts payable,"4,505.51",,m.laurent,08/20/2025 1:23:50 PM
,,,Payment to supplier 5202,1010,Cash and cash equivalents:Operating account,,"4,505.51",,
08/21/2025,Payment,1512,Customer payment 5194,1010,Cash and cash equivalents:Operating account,"8,056.57",,a.varga,08/21/2025 12:56:18 AM
,,,Customer payment 5194,1200,Accounts receivable,,"8,056.57",,
08/22/2025,Bill,1524,Reimbursement 5218,6500,Bank charges,894.89,,a.varga,08/22/2025 2:19:19 PM
,,,Reimbursement 5218,2010,Accounts payable,,894.89,,
08/23/2025,Bill Payment (Check),1505,Payment to supplier 5178,2010,Accounts payable,"5,815.45",,m.laurent,08/23/2025 6:34:24 PM
,,,Payment to supplier 5178,1010,Cash and cash equivalents:Operating account,,"5,815.45",,
08/24/2025,Sales Receipt,1513,Invoice 2025-5195,1010,Cash and cash equivalents:Operating account,"2,599.30",,m.laurent,08/24/2025 6:19:17 PM
,,,Invoice 2025-5195,4010,Revenue:Product,,"2,166.08",,
,,,Invoice 2025-5195,2100,Sales tax payable,,433.22,,
08/24/2025,Bill,1521,Monthly service 5211,6300,Marketing,"4,623.50",,System Administrator,08/24/2025 5:43:59 PM
,,,Monthly service 5211,2010,Accounts payable,,"4,623.50",,
08/24/2025,Sales Receipt,1531,Progress billing 5230,1010,Cash and cash equivalents:Operating account,"3,199.56",,System Administrator,08/24/2025 4:50:52 AM
,,,Progress billing 5230,4010,Revenue:Product,,"2,666.30",,
,,,Progress billing 5230,2100,Sales tax payable,,533.26,,
08/25/2025,Sales Receipt,1485,Progress billing 5143,1010,Cash and cash equivalents:Operating account,243.05,,m.laurent,08/25/2025 12:28:23 AM
,,,Progress billing 5143,4010,Revenue:Product,,202.54,,
,,,Progress billing 5143,2100,Sales tax payable,,40.51,,
08/25/2025,Bill Payment (Check),1488,Payment to supplier 5148,2010,Accounts payable,"1,792.96",,m.laurent,08/25/2025 3:44:44 PM
,,,Payment to supplier 5148,1010,Cash and cash equivalents:Operating account,,"1,792.96",,
08/26/2025,Bill Payment (Check),1496,Payment to supplier 5163,2010,Accounts payable,"5,350.82",,System Administrator,08/26/2025 2:40:23 AM
,,,Payment to supplier 5163,1010,Cash and cash equivalents:Operating account,,"5,350.82",,
08/26/2025,Journal Entry,1497,Revaluation of foreign balances,6900,Foreign exchange gain or loss,"1,664.13",,System Administrator,08/26/2025 7:02:51 PM
,,,Revaluation of foreign balances,1200,Accounts receivable,,"1,664.13",,
08/26/2025,Deposit,1536,Bank deposit 5239,1010,Cash and cash equivalents:Operating account,"3,102.38",,System Administrator,08/26/2025 2:49:28 PM
,,,Bank deposit 5239,2400,Deferred revenue,,"3,102.38",,
08/27/2025,Expense,1507,Reimbursement 5182,05020,Cost of sales:Freight,782.40,,a.varga,08/27/2025 7:03:18 AM
,,,Reimbursement 5182,1010,Cash and cash equivalents:Operating account,,782.40,,
08/28/2025,Invoice,1498,Invoice 2025-5168,1200,Accounts receivable,"21,301.36",,d.okonkwo,08/28/2025 11:00:22 AM
,,,Invoice 2025-5168,4010,Revenue:Product,,"17,751.13",,
,,,Invoice 2025-5168,2100,Sales tax payable,,"3,550.23",,
08/28/2025,Payment,1523,Customer payment 5216,1010,Cash and cash equivalents:Operating account,"9,557.53",,m.laurent,08/28/2025 1:01:03 AM
,,,Customer payment 5216,1200,Accounts receivable,,"9,557.53",,
08/29/2025,Invoice,1490,Progress billing 5151,1200,Accounts receivable,"1,747.82",,System Administrator,08/29/2025 6:59:38 AM
,,,Progress billing 5151,4010,Revenue:Product,,"1,456.52",,
,,,Progress billing 5151,2100,Sales tax payable,,291.30,,
08/29/2025,Transfer,1494,Transfer between bank accounts,1020,Cash and cash equivalents:Payroll account,"6,339.50",,d.okonkwo,08/29/2025 3:27:53 PM
,,,Transfer between bank accounts,1010,Cash and cash equivalents:Operating account,,"6,339.50",,
08/29/2025,Payment,1501,Customer payment 5171,1010,Cash and cash equivalents:Operating account,"6,977.13",,s.pettersen,08/29/2025 12:53:27 PM
,,,Customer payment 5171,1200,Accounts receivable,,"6,977.13",,
08/30/2025,Invoice,1537,Licence renewal 5240,1200,Accounts receivable,"7,137.11",,a.varga,08/30/2025 8:09:32 AM
,,,Licence renewal 5240,4010,Revenue:Product,,"5,947.59",,
,,,Licence renewal 5240,2100,Sales tax payable,,"1,189.52",,
08/31/2025,Vendor Credit,1491,Supplier credit 5153,2010,Accounts payable,198.88,,a.varga,08/31/2025 6:26:46 PM
,,,Supplier credit 5153,06110,Utilities,,198.88,,
08/31/2025,Invoice,1500,Retainer 5170,01200,Accounts receivable,"15,412.51",,m.laurent,08/31/2025 11:52:49 AM
,,,Retainer 5170,4020,Revenue:Services,,"12,843.76",,
,,,Retainer 5170,2100,Sales tax payable,,,,
08/31/2025,Payment,1525,Customer payment 5220,1010,Cash and cash equivalents:Operating account,"10,630.15",,d.okonkwo,08/31/2025 8:37:23 PM
,,,Customer payment 5220,01200,Accounts receivable,,"10,630.15",,
,,,Total for August 2025,,,"341,714.47","341,714.47",,
09/01/2025,Invoice,1580,Retainer 5329,1200,Accounts receivable,"8,967.04",,a.varga,09/01/2025 6:48:01 PM
,,,Retainer 5329,04020,Revenue:Services,,"7,472.53",,
,,,Retainer 5329,2100,Sales tax payable,,"1,494.51",,
09/01/2025,Journal Entry,1583,Prepaid release,6200,Professional fees,"1,462.57",,System Administrator,09/01/2025 7:45:08 AM
,,,Prepaid release,1400,Prepaid expenses:Insurance,,"1,462.57",,
09/02/2025,Expense,1575,Reimbursement 5318,6400,Travel and entertainment,"2,239.83",,d.okonkwo,09/02/2025 10:22:18 PM
,,,Reimbursement 5318,1010,Cash and cash equivalents:Operating account,,"2,239.83",,
09/03/2025,Payment,1569,Customer payment 5310,1010,Cash and cash equivalents:Operating account,"2,564.28",,m.laurent,09/03/2025 3:17:39 PM
,,,Customer payment 5310,1200,Accounts receivable,,"2,564.28",,
09/04/2025,Invoice,1584,Licence renewal 5335,1200,Accounts receivable,"7,527.55",,m.laurent,09/04/2025 11:09:10 AM
,,,Licence renewal 5335,4020,Revenue:Services,,"6,272.96",,
,,,Licence renewal 5335,2100,Sales tax payable,,"1,254.59",,
09/04/2025,Payment,1603,Customer payment 5370,1010,Cash and cash equivalents:Operating account,"12,001.14",,a.varga,09/04/2025 6:02:57 PM
,,,Customer payment 5370,1200,Accounts receivable,,"12,001.14",,
09/04/2025,Transfer,1605,Transfer between bank accounts,1020,Cash and cash equivalents:Payroll account,"10,604.35",,m.laurent,09/04/2025 5:36:39 PM
,,,Transfer between bank accounts,01010,Cash and cash equivalents:Operating account,,"10,604.35",,
09/05/2025,Bill Payment (Check),1564,Payment to supplier 5301,2010,Accounts payable,"2,668.04",,d.okonkwo,09/05/2025 6:23:27 AM
,,,Payment to supplier 5301,1010,Cash and cash equivalents:Operating account,,"2,668.04",,
09/06/2025,Credit Memo,1581,Credit note 5331,4090,Sales discounts,138.46,,s.pettersen,09/06/2025 12:02:06 PM
,,,Credit note 5331,1200,Accounts receivable,,138.46,,
09/06/2025,Payment,1588,Customer payment 5342,1010,Cash and cash equivalents:Operating account,"13,510.30",,a.varga,09/06/2025 9:52:12 PM
,,,Customer payment 5342,1200,Accounts receivable,,"13,510.30",,
09/07/2025,Payment,1559,Customer payment 5290,1010,Cash and cash equivalents:Operating account,"20,766.55",,a.varga,09/07/2025 12:14:19 PM
,,,Customer payment 5290,1200,Accounts receivable,,"20,766.55",,
09/07/2025,Credit Memo,1562,Credit note 5297,4090,Sales discounts,845.45,,d.okonkwo,09/07/2025 7:50:22 AM
,,,Credit note 5297,1200,Accounts receivable,,845.45,,
09/07/2025,Sales Receipt,1565,Licence renewal 5302,1010,Cash and cash equivalents:Operating account,"1,170.32",,s.pettersen,09/07/2025 1:29:43 PM
,,,Licence renewal 5302,4010,Revenue:Product,,975.27,,
,,,Licence renewal 5302,2100,Sales tax payable,,195.05,,
09/08/2025,Journal Entry,1541,Payroll journal,6010,Salaries and wages,"28,635.23",,a.varga,09/08/2025 11:04:16 AM
,,,Payroll journal,6020,Employee benefits,"2,577.17",,,
,,,Payroll journal,2150,Payroll liabilities:Withholding,,"6,872.46",,
,,,Payroll journal,02160,Payroll liabilities:Pension,,"1,431.76",,
,,,Payroll journal,1020,Cash and cash equivalents:Payroll account,,"22,908.18",,
09/08/2025,Deposit,1546,Bank deposit 5262,1010,Cash and cash equivalents:Operating account,"4,550.41",,d.okonkwo,09/08/2025 6:05:14 AM
,,,Bank deposit 5262,2400,Deferred revenue,,"4,550.41",,
09/08/2025,Bill Payment (Check),1563,Payment to supplier 5299,2010,Accounts payable,"12,205.67",,s.pettersen,09/08/2025 10:18:02 PM
,,,Payment to supplier 5299,1010,Cash and cash equivalents:Operating account,,"12,205.67",,
09/08/2025,Invoice,1568,Retainer 5307,1200,Accounts receivable,"4,284.56",,m.laurent,09/08/2025 1:19:03 AM
,,,Retainer 5307,4010,Revenue:Product,,"3,570.47",,
,,,Retainer 5307,2100,Sales tax payable,,714.09,,
09/10/2025,Invoice,1547,Progress billing 5265,1200,Accounts receivable,"10,743.73",,a.varga,09/10/2025 10:50:06 PM
,,,Progress billing 5265,4020,Revenue:Services,,"8,953.11",,
,,,Progress billing 5265,2100,Sales tax payable,,"1,790.62",,
09/10/2025,Invoice,1599,Licence renewal 5360,1200,Accounts receivable,"19,886.00",,a.varga,09/10/2025 1:06:49 PM
,,,Licence renewal 5360,4020,Revenue:Services,,"16,571.67",,
,,,Licence renewal 5360,02100,Sales tax payable,,"3,314.33",,
09/11/2025,Expense,1561,Purchase order 5295,5020,Cost of sales:Freight,"1,726.00",,System Administrator,09/11/2025 1:13:17 AM
,,,Purchase order 5295,1010,Cash and cash equivalents:Operating account,,"1,726.00",,
09/11/2025,Invoice,1589,Licence renewal 5343,1200,Accounts receivable,"15,129.54",,s.pettersen,09/11/2025 1:35:39 PM
,,,Licence renewal 5343,4020,Revenue:Services,,"12,607.95",,
,,,Licence renewal 5343,2100,Sales tax payable,,"2,521.59",,
09/13/2025,Invoice,1574,Invoice 2025-5317,1200,Accounts receivable,"18,566.30",,a.varga,09/13/2025 4:53:02 PM
,,,Invoice 2025-5317,4010,Revenue:Product,,"15,471.92",,
,,,Invoice 2025-5317,2100,Sales tax payable,,"3,094.38",,
09/13/2025,Payment,1597,Customer payment 5356,1010,Cash and cash equivalents:Operating account,"10,880.68",,s.pettersen,09/13/2025 10:07:36 AM
,,,Customer payment 5356,1200,Accounts receivable,,"10,880.68",,
09/14/2025,Payment,1543,Customer payment 5258,1010,Cash and cash equivalents:Operating account,"7,886.22",,d.okonkwo,09/14/2025 11:24:00 PM
,,,Customer payment 5258,1200,Accounts receivable,,"7,886.22",,
09/14/2025,Bill Payment (Check),1555,Payment to supplier 5280,2010,Accounts payable,"6,918.43",,m.laurent,09/14/2025 5:50:58 AM
,,,Payment to supplier 5280,1010,Cash and cash equivalents:Operating account,,"6,918.43",,
09/14/2025,Sales Receipt,1556,Progress billing 5283,1010,Cash and cash equivalents:Operating account,709.90,,m.laurent,09/14/2025 12:38:14 AM
,,,Progress billing 5283,04010,Revenue:Product,,591.58,,
,,,Progress billing 5283,2100,Sales tax payable,,118.32,,
09/14/2025,Journal Entry,1590,Deferred revenue release,2400,Deferred revenue,"2,800.63",,System Administrator,09/14/2025 2:33:45 PM
,,,Deferred revenue release,4020,Revenue:Services,,"2,800.63",,
09/15/2025,Invoice,1570,Retainer 5312,1200,Accounts receivable,"1,933.31",,a.varga,09/15/2025 12:13:03 PM
,,,Retainer 5312,4010,Revenue:Product,,"1,611.09",,
,,,Retainer 5312,2100,Sales tax payable,,322.22,,
09/16/2025,Invoice,1600,Invoice 2025-5363,1200,Accounts receivable,"6,475.58",,a.varga,09/16/2025 11:23:45 AM
,,,Invoice 2025-5363,4010,Revenue:Product,,"5,396.32",,
,,,Invoice 2025-5363,2100,Sales tax payable,,"1,079.26",,
09/17/2025,Bill Payment (Check),1601,Payment to supplier 5366,2010,Accounts payable,"3,916.70",,m.laurent,09/17/2025 11:42:21 AM
,,,Payment to supplier 5366,1010,Cash and cash equivalents:Operating account,,"3,916.70",,
09/17/2025,Invoice,1606,Progress billing 5377,1200,Accounts receivable,"19,796.81",,System Administrator,09/17/2025 9:07:00 PM
,,,Progress billing 5377,4020,Revenue:Services,,"16,497.34",,
,,,Progress billing 5377,2100,Sales tax payable,,"3,299.47",,
09/19/2025,Expense,1545,Monthly service 5261,6400,Travel and entertainment,"1,466.57",,s.pettersen,09/19/2025 11:29:06 PM
,,,Monthly service 5261,1010,Cash and cash equivalents:Operating account,,"1,466.57",,
09/19/2025,Invoice,1552,Invoice 2025-5275,1200,Accounts receivable,"5,056.63",,System Administrator,09/19/2025 4:40:40 AM
,,,Invoice 2025-5275,4010,Revenue:Product,,"4,213.86",,
,,,Invoice 2025-5275,2100,Sales tax payable,,842.77,,
09/19/2025,Invoice,1604,Retainer 5373,1200,Accounts receivable,"1,089.30",,System Administrator,09/19/2025 9:36:49 PM
,,,Retainer 5373,04020,Revenue:Services,,907.75,,
,,,Retainer 5373,02100,Sales tax payable,,181.55,,
09/20/2025,Credit Memo,1542,Credit note 5255,4090,Sales discounts,"1,661.02",,d.okonkwo,09/20/2025 12:36:13 AM
,,,Credit note 5255,1200,Accounts receivable,,"1,661.02",,
09/20/2025,Journal Entry,1554,Prepaid release,6200,Professional fees,"2,485.05",,System Administrator,09/20/2025 5:03:17 AM
,,,Prepaid release,1400,Prepaid expenses:Insurance,,"2,485.05",,
09/20/2025,Deposit,1576,Bank deposit 5320,01010,Cash and cash equivalents:Operating account,"1,106.10",,d.okonkwo,09/20/2025 10:51:02 PM
,,,Bank deposit 5320,2400,Deferred revenue,,"1,106.10",,
09/20/2025,Expense,1587,Supplier invoice 5341,5010,Cost of sales:Materials,"1,678.92",,System Administrator,09/20/2025 7:09:16 PM
,,,Supplier invoice 5341,1010,Cash and cash equivalents:Operating account,,"1,678.92",,
09/20/2025,Transfer,1592,Transfer between bank accounts,1020,Cash and cash equivalents:Payroll account,"5,422.36",,d.okonkwo,09/20/2025 7:48:35 PM
,,,Transfer between bank accounts,1010,Cash and cash equivalents:Operating account,,"5,422.36",,
09/20/2025,Invoice,1593,Licence renewal 5349,1200,Accounts receivable,"20,428.28",,s.pettersen,09/20/2025 7:39:33 AM
,,,Licence renewal 5349,4010,Revenue:Product,,"17,023.57",,
,,,Licence renewal 5349,2100,Sales tax payable,,"3,404.71",,
09/21/2025,Payment,1550,Customer payment 5270,1010,Cash and cash equivalents:Operating account,"6,166.24",,a.varga,09/21/2025 1:30:24 PM
,,,Customer payment 5270,1200,Accounts receivable,,"6,166.24",,
09/21/2025,Bill,1579,Monthly service 5328,6400,Travel and entertainment,"3,482.38",,a.varga,09/21/2025 7:44:53 PM
,,,Monthly service 5328,2010,Accounts payable,,"3,482.38",,
09/21/2025,Sales Receipt,1602,Progress billing 5368,1010,Cash and cash equivalents:Operating account,"3,216.34",,a.varga,09/21/2025 11:48:11 AM
,,,Progress billing 5368,4010,Revenue:Product,,"2,680.28",,
,,,Progress billing 5368,2100,Sales tax payable,,536.06,,
09/22/2025,Invoice,1553,Retainer 5276,1200,Accounts receivable,"13,760.68",,System Administrator,09/22/2025 11:19:21 AM
,,,Retainer 5276,4010,Revenue:Product,,"11,467.23",,
,,,Retainer 5276,2100,Sales tax payable,,"2,293.45",,
09/23/2025,Payment,1549,Customer payment 5268,1010,Cash and cash equivalents:Operating account,"18,258.88",,System Administrator,09/23/2025 5:32:22 AM
,,,Customer payment 5268,1200,Accounts receivable,,"18,258.88",,
09/23/2025,Payment,1578,Customer payment 5326,1010,Cash and cash equivalents:Operating account,"12,724.92",,d.okonkwo,09/23/2025 12:37:06 AM
,,,Customer payment 5326,1200,Accounts receivable,,"12,724.92",,
09/23/2025,Sales Receipt,1585,Licence renewal 5336,1010,Cash and cash equivalents:Operating account,"3,762.29",,System Administrator,09/23/2025 4:15:12 AM
,,,Licence renewal 5336,4010,Revenue:Product,,"3,135.24",,
,,,Licence renewal 5336,2100,Sales tax payable,,627.05,,
09/24/2025,Journal Entry,1538,Deferred revenue release,2400,Deferred revenue,"6,037.15",,s.pettersen,09/24/2025 10:23:09 PM
,,,Deferred revenue release,4020,Revenue:Services,,"6,037.15",,
09/24/2025,Bill Payment (Check),1557,Payment to supplier 5285,2010,Accounts payable,"9,501.43",,m.laurent,09/24/2025 6:17:32 PM
,,,Payment to supplier 5285,1010,Cash and cash equivalents:Operating account,,"9,501.43",,
09/24/2025,Payment,1572,Customer payment 5315,1010,Cash and cash equivalents:Operating account,"9,084.68",,s.pettersen,09/24/2025 9:45:03 PM
,,,Customer payment 5315,1200,Accounts receivable,,"9,084.67",,
09/24/2025,Expense,1595,Supplier invoice 5353,5010,Cost of sales:Materials,"1,745.53",,m.laurent,09/24/2025 5:09:58 PM
,,,Supplier invoice 5353,1010,Cash and cash equivalents:Operating account,,"1,745.53",,
09/25/2025,Invoice,1540,Retainer 5249,1200,Accounts receivable,"20,038.62",,a.varga,09/25/2025 7:53:28 AM
,,,Retainer 5249,4010,Revenue:Product,,"16,698.85",,
,,,Retainer 5249,2100,Sales tax payable,,"3,339.77",,
09/25/2025,Transfer,1571,Transfer between bank accounts,1020,Cash and cash equivalents:Payroll account,"43,604.58",,s.pettersen,09/25/2025 12:29:00 PM
,,,Transfer between bank accounts,1010,Cash and cash equivalents:Operating account,,"43,604.58",,
09/25/2025,Journal Entry,1573,Prepaid release,6200,Professional fees,"1,370.08",,d.okonkwo,09/25/2025 4:00:23 AM
,,,Prepaid release,1410,Prepaid expenses:Software subscriptions,,"1,370.08",,
09/25/2025,Bill Payment (Check),1598,Payment to supplier 5357,2010,Accounts payable,"13,390.20",,s.pettersen,09/25/2025 7:25:44 PM
,,,Payment to supplier 5357,1010,Cash and cash equivalents:Operating account,,"13,390.20",,
09/26/2025,Bill Payment (Check),1591,Payment to supplier 5346,2010,Accounts payable,"13,289.58",,a.varga,09/26/2025 1:05:16 PM
,,,Payment to supplier 5346,1010,Cash and cash equivalents:Operating account,,"13,289.58",,
09/27/2025,Invoice,1544,Progress billing 5259,1200,Accounts receivable,"12,786.96",,a.varga,09/27/2025 11:18:44 AM
,,,Progress billing 5259,4020,Revenue:Services,,"10,655.80",,
,,,Progress billing 5259,2100,Sales tax payable,,"2,131.16",,
09/27/2025,Expense,1548,Supplier invoice 5267,6300,Marketing,683.49,,d.okonkwo,09/27/2025 3:00:09 PM
,,,Supplier invoice 5267,1010,Cash and cash equivalents:Operating account,,683.49,,
09/27/2025,Vendor Credit,1551,Supplier credit 5273,2010,Accounts payable,890.16,,d.okonkwo,09/27/2025 5:20:49 AM
,,,Supplier credit 5273,6200,Professional fees,,890.16,,
09/28/2025,Bill,1539,Purchase order 5246,6300,Marketing,"6,673.71",,System Administrator,09/28/2025 12:10:12 AM
,,,Purchase order 5246,2010,Accounts payable,,"6,673.70",,
09/28/2025,Payment,1558,Customer payment 5287,1010,Cash and cash equivalents:Operating account,"16,025.76",,System Administrator,09/28/2025 7:24:04 PM
,,,Customer payment 5287,1200,Accounts receivable,,"16,025.76",,
09/28/2025,Transfer,1560,Transfer between bank accounts,01020,Cash and cash equivalents:Payroll account,"14,520.61",,m.laurent,09/28/2025 9:06:59 AM
,,,Transfer between bank accounts,1010,Cash and cash equivalents:Operating account,,"14,520.61",,
09/28/2025,Bill Payment (Check),1566,Payment to supplier 5304,2010,Accounts payable,"8,884.74",,System Administrator,09/28/2025 9:06:29 AM
,,,Payment to supplier 5304,1010,Cash and cash equivalents:Operating account,,"8,884.74",,
09/28/2025,Deposit,1596,Bank deposit 5355,1010,Cash and cash equivalents:Operating account,"2,112.76",,a.varga,09/28/2025 11:55:53 PM
,,,Bank deposit 5355,2400,Deferred revenue,,"2,112.76",,
09/29/2025,Invoice,1567,Progress billing 5306,1200,Accounts receivable,"18,011.74","6,003.91",m.laurent,09/29/2025 9:55:16 PM
,,,Progress billing 5306,4020,Revenue:Services,,"15,009.78",,
,,,Progress billing 5306,2100,Sales tax payable,,"3,001.96",,
09/29/2025,Invoice,1577,Licence renewal 5323,1200,Accounts receivable,"2,582.95",,a.varga,09/29/2025 3:37:47 AM
,,,Licence renewal 5323,4010,Revenue:Product,,"2,152.46",,
,,,Licence renewal 5323,02100,Sales tax payable,,430.49,,
09/29/2025,Vendor Credit,1594,Supplier credit 5350,2010,Accounts payable,910.14,,m.laurent,09/29/2025 11:20:02 PM
,,,Supplier credit 5350,5010,Cost of sales:Materials,,910.14,,
09/30/2025,Credit Memo,1582,Credit note 5332,4090,Sales discounts,228.74,,d.okonkwo,09/30/2025 11:58:12 PM
,,,Credit note 5332,1200,Accounts receivable,,228.74,,
09/30/2025,Journal Entry,1586,Depreciation for the period,6600,Depreciation,"1,543.68",,a.varga,09/30/2025 8:18:13 PM
,,,Depreciation for the period,1790,Accumulated depreciation,,"1,543.68",,
,,,Total for September 2025,,,"569,772.00","569,772.00",,
10/01/2025,Bill,1612,Purchase order 5391,5010,Cost of sales:Materials,"12,354.79",,m.laurent,10/01/2025 5:12:47 AM
,,,Purchase order 5391,2010,Accounts payable,,"12,354.79",,
10/01/2025,Expense,1614,Reimbursement 5394,6300,Marketing,"1,887.54",,a.varga,10/01/2025 12:24:58 AM
,,,Reimbursement 5394,1010,Cash and cash equivalents:Operating account,,"1,887.54",,
10/01/2025,Bill,1666,Purchase order 5497,05010,Cost of sales:Materials,"4,184.39",,System Administrator,10/01/2025 10:51:41 PM
,,,Purchase order 5497,2010,Accounts payable,,"4,184.39",,
10/01/2025,Transfer,1673,Transfer between bank accounts,1020,Cash and cash equivalents:Payroll account,"32,974.11",,s.pettersen,10/01/2025 5:41:43 AM
,,,Transfer between bank accounts,1010,Cash and cash equivalents:Operating account,,"32,974.11",,
10/02/2025,Journal Entry,1615,Reclassification,6110,Utilities,"5,327.86",,d.okonkwo,10/02/2025 2:11:30 PM
,,,Reclassification,6400,Travel and entertainment,,"5,327.86",,
10/02/2025,Payment,1653,Customer payment 5470,1010,Cash and cash equivalents:Operating account,"4,765.99",,d.okonkwo,10/02/2025 11:34:17 AM
,,,Customer payment 5470,1200,Accounts receivable,,"4,765.99",,
10/03/2025,Bill,1648,Monthly service 5459,5010,Cost of sales:Materials,"11,003.28",,m.laurent,10/03/2025 5:11:54 PM
,,,Monthly service 5459,2010,Accounts payable,,"11,003.28",,
10/03/2025,Invoice,1655,Progress billing 5475,1200,Accounts receivable,"11,457.54",,System Administrator,10/03/2025 8:40:22 AM
,,,Progress billing 5475,4020,Revenue:Services,,"9,547.95",,
,,,Progress billing 5475,2100,Sales tax payable,,"1,909.59",,
10/04/2025,Bill Payment (Check),1631,Payment to supplier 5428,2010,Accounts payable,"7,815.40",,d.okonkwo,10/04/2025 11:27:37 AM
,,,Payment to supplier 5428,01010,Cash and cash equivalents:Operating account,,"7,815.40",,
10/04/2025,Bill Payment (Check),1632,Payment to supplier 5430,2010,Accounts payable,"13,807.43",,a.varga,10/04/2025 12:17:24 PM
,,,Payment to supplier 5430,1010,Cash and cash equivalents:Operating account,,"13,807.43",,
10/04/2025,Expense,1656,Supplier invoice 5478,6110,Utilities,"1,163.34",,m.laurent,10/04/2025 2:55:29 PM
