Supplier Number,Company Name,Display Name,SIM Status,Organization Type,Federal Tax ID,DUNS,Country of Operation,Preferred Currency,Payment Term,Invoice Matching Level,Minority Indicator,Minority Type,Primary Contact Email,Pay Group,Risk Tier,Insurance Expiry,Plants Served
V-100130,Quarrington Foundry GmbH,,active,Corporation,261913905,348077344,United Kingdom,USD,NET30,none,,,quarrington.foundry@quarringtonfou.com,US-AP,2,2028-10-03,"PLT-07, PLT-01"
V-100131,Netherfield Machining Ltd,Netherfield Machining,Active,Sole Proprietor,65-6384235,597331889,,USD,N30,,no,,netherfield.machining@netherfieldmac.com,,,06/07/2026,
V-100132,Brackenridge Pneumatics Inc.,Brackenridge Pneumatics,Active,LLC,86-5824056,321250030,MX,,Net 15,2-way,F,,brackenridge.pneumatics@brackenridgepne.com,US-AP,3,,PLT-02;PLT-03;PLT-10
V-100133,Marchmont Machining Inc,Marchmont Machining,active,LLC,45-5495116,839291163,United States,usd,Net 30,3-way,,,marchmont.machining@marchmontmac.com,US-AP,2,2027-06-15,PLT-01;PLT-09
V-100134,Oakhurst Tooling Inc,Oakhurst Tooling,active,Sole Proprietor,57-0098086,399489792,US,GBP,COD,3-way,,,oakhurst.tooling@oakhursttoo.com,MX-AP,2,12/11/2026,"PLT-01, PLT-02"
V-100135,Wolverton Gasket Inc.,Wolverton Gasket,active,LLC,81-9881161,162607050,US,USD,Net 60,3-way,N,,wolverton.gasket@wolvertongas.com,US-AP,Tier 1,2027-06-20,PLT-07
V-100136,Saltburn Valves S.A. de C.V.,,A,LLC,20-6254758,,MX,usd,Net 15,3-way,N,,saltburn.valves@saltburnval.com,,1,2026-04-26,PLT-12
V-100137,Netherfield Coatings Ltd.,Netherfield Coatings,active,Corporation,84-7958487,891196104,DE,USD,Net 45,2-way,Y,DBE,netherfield.coatings@netherfieldcoa.com,US-AP,2,09/20/2027,PLT-04;PLT-03
V-100138,Thirlmere Lubricants Ltd,Thirlmere Lubricants,inactive,S-Corp,93-8843134,990715696,Mexico,CAD,Immediate,3-way,False,Minority Business Enterprise,thirlmere.lubricants@thirlmerelub.com,US-AP,High,2028-05-14,PLT-01;PLT-05;PLT-02
V-100139,Yarborough Valves Inc,Yarborough Valves,A,LLC,87-3714449,04469491,CA,USD,,3 Way Match,N,,yarborough.valves@yarboroughval.com,CA-AP,Tier 2,2028-05-26,
V-100140,Brackenridge Fabrication S.A. de C.V.,Brackenridge Fabrication,draft,Non-Profit,693415918,130426104,Canada,USD,Net 30,3-way,N,,ap@brackenridgefab.com; brackenridge.fabrication@brackenridgefab.com,CA-AP,3,2027-05-27,PLT-02
V-100141,Wolverton Bearings Inc,Wolverton Bearings,inactive,Sole Proprietor,135998215,74-954-7870,US,usd,Net 30,2-way,no,,wolverton.bearings@wolvertonbea.com,US-AP,,,PLT-11;PLT-06
V-100142,Grimsby Electrical Inc,,Inactive,LLC,78-0134281,501773306,MX,GBP,,2-way,yes,MBE,grimsby.electrical@grimsbyele.com,US-AP,3,,PLT-01;PLT-07;PLT-08
V-100143,Brackenridge Valves GmbH,,Draft,,04-5375361,36-825-0640,US,USD,Net 60,3-way,FALSE,,brackenridge.valves@brackenridgeval.com,US-AP,2,03/26/2028,"PLT-11, PLT-04"
V-100144,Oakhurst Plating LLC,Oakhurst Plating,Active,Corporation,96-3972419,802989996,United States,usd,N30,2-way,No,,oakhurst.plating@oakhurstpla.com,UK-AP,,10/24/2027,"PLT-03, PLT-09, PLT-07"
V-100145,Elmswell Seals Inc.,,Active,Corporation,32-9605156,197964779,United States,USD,Net 45,2-way,No,,elmswell.seals@elmswellsea.com,CA-AP,3,2026-10-12,PLT-10;PLT-12
V-100146,Oakhurst Packaging Inc,Oakhurst Packaging,On Hold,Corporation,78-2933527,441369529,US,EUR,Net 60,2-way,false,,oakhurst.packaging@oakhurstpac.com,US-AP,Medium,,PLT-06
V-100147,Saltburn Lubricants Inc,,Active,LLC,00-3799177,974619574,US,USD,Net 15,None,0,,saltburn.lubricants@saltburnlub.com,CA-AP,1,09/09/2026,"PLT-04, PLT-11"
V-100148,Culverton Seals Ltd,Culverton Seals,Active,Corporation,49-9072201,409656062,US,EUR,Immediate,3 Way Match,0,,,,Tier 2,2028-01-19,PLT-06
V-100149,Oakhurst Fabrication PLC,Oakhurst Fabrication,Active,LLC,70-2239767,,DE,usd,NET30,none,Y,MBE,oakhurst.fabrication@oakhurstfab.com,,1,2028-07-10,"PLT-09, PLT-12"
V-100150,Farndale Packaging Ltd.,Farndale Packaging,Pending,Corporation,21-4698141,621345188,Deutschland,MXN,Net 45,3-way-direct,no,,farndale.packaging@farndalepac.com,EU-AP,3,2026-01-25,
V-100151,Wolverton Packaging GmbH,Wolverton Packaging,Active,Limited Liability Company,,899802078,MX,USD,Net 30,2-way,True,HUBZone,wolverton.packaging@wolvertonpac.com,CA-AP,Medium,,PLT-07
V-100152,Wolverton Valves Ltd,,Active,Partnership,82-5840288,470653902,US,,COD,Two-way,FALSE,,wolverton.valves@wolvertonval.com,US-AP,Tier 2,04/24/2026,PLT-08;PLT-10
V-100153,Castleford Fabrication Corp,,draft,Corporation,15-9383260,637006088,United States,USD,Net30,3-way-direct,false,,castleford.fabrication@castlefordfab.com,MX-AP,Tier 3,2028-04-10,PLT-04;PLT-02;PLT-06
V-100154,Denholm Springs Inc,Denholm Springs,Inactive,Corporation,92-2357492,594804831,United States,USD,,,no,,denholm.springs@denholmspr.com,UK-AP,Low,2027-08-18,PLT-02;PLT-12;PLT-04
V-100155,Pemberton Electrical GmbH,Pemberton Electrical,active,Limited Liability Company,14-1106363,222797464,MX,USD,Net 60,2-way,,,pemberton.electrical@pembertonele.com,,High,08/05/2026,PLT-10;PLT-03
V-100156,Ashworth Foundry Inc.,,draft,Partnership,22-2960833,857580443,United Kingdom,USD,Net 30,2-way,N,,ashworth.foundry@ashworthfou.com,,3,2026-11-21,PLT-03;PLT-11
V-100157,Hollingworth Seals S.A. de C.V.,Hollingworth Seals,ACTIVE,Sole Proprietor,292027991,920490975,USA,CAD,N30,3-way,Y,DBE,hollingworth.seals@hollingworthsea.com,UK-AP,,2027-05-06,PLT-01
V-100158,Saltburn Abrasives Ltd,Saltburn Abrasives,active,Corporation,74-4491420,074739447,DE,CAD,,Three way direct,False,,saltburn.abrasives@saltburnabr.com,US-AP,Medium,2028-10-06,PLT-10;PLT-07;PLT-01
V-100159,Ingleby Lubricants Corp,,active,Sole Proprietor,628936645,947184079,DE,USD,Net 30,None,FALSE,,ap@inglebylub.com; ingleby.lubricants@inglebylub.com,EU-AP,1,2026-11-17,PLT-06
V-100160,Elmswell Abrasives Corp,,active,Limited Liability Company,04-2018702,716535246,US,EUR,Net 30,,false,,elmswell.abrasives@elmswellabr.com,,3,2028-11-17,PLT-08
V-100161,Ingleby Seals LLC,Ingleby Seals,inactive,,16-4055924,966518344,USA,USD,Due on receipt,3-way-direct,No,,ingleby.seals@inglebysea.com,CA-AP,Medium,12/04/2027,PLT-09;PLT-04;PLT-03
V-100162,Fairweather Logistics Inc.,Fairweather Logistics,A,,636077439,564859073,DE,USD,Net 60,3-way,N,,fairweather.logistics@fairweatherlog.com,EU-AP,Medium,2028-06-16,PLT-01;PLT-09
V-100163,Wolverton Packaging Co,,active,S-Corp,30-1790117,080297011,US,USD,2/10 Net 30,3-way,no,,,US-AP,2,2028-08-17,PLT-01;PLT-05
V-100164,Denholm Packaging PLC,Denholm Packaging,Inactive,Corporation,,528498245,Canada,GBP,,Two-way,TRUE,HUBZone,denholm.packaging@denholmpac.com,US-AP,Low,2026-09-16,PLT-01
V-100165,Thirlmere Gasket Corp,Thirlmere Gasket,active,Non-Profit,040991622,626348000,US,EUR,Due on receipt,None,N,,thirlmere.gasket@thirlmeregas.com,,Tier 1,2027-07-22,PLT-12
V-100166,Kettleby Pneumatics GmbH,Kettleby Pneumatics,inactive,Corporation,86-3926449,977517447,USA,,Net 90,Three way direct,False,,kettleby.pneumatics@kettlebypne.com,US-AP,3,2026-09-15,
V-100167,Ballantyne Machining S.A. de C.V.,,active,Limited Liability Company,27-0453442,847592452,GB,USD,Net 45,2-way,,,ballantyne.machining@ballantynemac.com,US-AP,Medium,2027-11-06,PLT-04
V-100168,Netherfield Weldments Ltd.,Netherfield Weldments,active,Corporation,80-3063521,497578654,US,MXN,,3-way-direct,N,,netherfield.weldments.netherfieldwel.com,,,2026-09-15,PLT-12
V-100169,Hollingworth Abrasives Ltd.,Hollingworth Abrasives,Active,Corporation,438554283,113079966,US,,Net 45,None,,DBE,hollingworth.abrasives@hollingworthabr.com,UK-AP,,05/16/2027,PLT-02
V-100170,Yarborough Calibration GmbH,Yarborough Calibration,active,,66-5935094,96726212,US,EUR,Net 15,,False,,yarborough.calibration@yarboroughcal.com,US-AP,,2026-10-08,"PLT-05, PLT-03"
V-100171,Denholm Plating GmbH,Denholm Plating,Inactive,Corporation,85-7473690,939010994,CA,US Dollar,,none,0,,,CA-AP,2,2028-11-19,
V-100172,Denholm Pneumatics Co,,Draft,S-Corp,980182204,944823312,US,CAD,Net 30,2-way,FALSE,,denholm.pneumatics@denholmpne.com,US-AP,Tier 2,02/07/2026,PLT-10 / PLT-01 / PLT-05
V-100173,Yarborough Seals Corp,Yarborough Seals,Active,S-Corp,754305762,75-870-4673,Canada,US Dollar,Net 30,None,0,,yarborough.seals@yarboroughsea.com,US-AP,Medium,,PLT-07;PLT-08
V-100174,Denholm Abrasives Co,Denholm Abrasives,active,Corporation,91-6839546,96358845,Deutschland,USD,Net 30,none,N,,denholm.abrasives@denholmabr.com,CA-AP,High,2028-03-06,PLT-04;PLT-11
V-100175,Ingleby Castings Ltd.,Ingleby Castings,active,Sole Proprietor,08-5777395,136470551,US,GBP,30 days,3 Way Match,no,,ingleby.castings@inglebycas.com,US-AP,Tier 1,2026-02-09,PLT-12
V-100176,Oakhurst Packaging S.A. de C.V.,,draft,Sole Proprietor,085921875,720512313,US,USD,Net 30,2 Way Match,no,,oakhurst.packaging@oakhurstpac.com,US-AP,1,2027-01-10,PLT-11 / PLT-10
V-100177,Lansdowne Weldments Inc,,active,Corporation,,517129890,Deutschland,EUR,Net 30,2-way,no,,lansdowne.weldments@lansdownewel.com,EU-AP,Tier 2,2027-11-14,
V-100178,Rushcliffe Forgings Inc,,Active,Limited Liability Company,96-7882124,37-734-7671,MX,USD,Net 30,none,1,HUBZone,rushcliffe.forgings@rushcliffefor.com,US-AP,2,01/28/2027,PLT-02
V-100179,Brackenridge Fabrication Inc.,Brackenridge Fabrication,,Corporation,28-4639562,382232222,United Kingdom,usd,Net 30,None,0,,brackenridge.fabrication@brackenridgefab.com,US-AP,Tier 1,2027-10-18,PLT-04
V-100180,Oakhurst Valves S.A. de C.V.,Oakhurst Valves,active,,,339970634,USA,USD,Net 45,,FALSE,,oakhurst.valves@oakhurstval.com,CA-AP,Medium,2026-12-19,PLT-02;PLT-12;PLT-06
V-100181,Kettleby Tooling Ltd.,Kettleby Tooling,Inactive,Partnership,,,Mexico,,Net 90,2 way,1,DBE,kettleby.tooling@kettlebytoo.com,EU-AP,2,06/16/2027,PLT-09
,Marchmont Fabrication Ltd.,Marchmont Fabrication,active,Sole Proprietor,210696286,74793693,US,USD,Net30,none,F,,marchmont.fabrication@marchmontfab.com,CA-AP,1,2028-01-06,PLT-04;PLT-12;PLT-09
V-100183,Wolverton Gasket LLC,Wolverton Gasket,active,Corporation,80-2320941,982437138,US,GBP,Net 30,2-way,0,,,,1,2026-07-03,PLT-06;PLT-12
V-100184,Grimsby Seals Inc,Grimsby Seals,active,LLC,471108332,489910400,United States,EUR,Net30,3-way,FALSE,,grimsby.seals@grimsbysea.com,US-AP,2,2027-06-24,PLT-11;PLT-10
V-100185,Draycott Coatings S.A. de C.V.,,active,LLC,387300198,714139533,United States,USD,Net 60,3 Way Match,FALSE,,draycott.coatings@draycottcoa.com,,2,2027-05-01,PLT-01
V-100186,Kettleby Electrical Corp,,Inactive,Corporation,746393647,185854632,GB,MXN,NET30,2 way,No,,kettleby.electrical@kettlebyele.com,CA-AP,Tier 2,2028-12-03,"PLT-02, PLT-07"
,Ballantyne Plating Inc,Ballantyne Plating,inactive,Corporation,00-3043774,917597002,United States,USD,,3-way,YES,WOSB,ballantyne.plating@ballantynepla.com,EU-AP,2,2028-11-03,PLT-10;PLT-04
V-100188,Ingleby Abrasives Inc,Ingleby Abrasives,active,,579015228,,US,usd,Due on receipt,None,False,,ap@inglebyabr.com; ingleby.abrasives@inglebyabr.com,CA-AP,1,2026-04-20,PLT-07
V-100189,Marchmont Machining Inc.,Marchmont Machining,Active,Corporation,,192220977,GB,usd,Net 30,none,false,,marchmont.machining@marchmontmac.com,EU-AP,,02/19/2026,PLT-11 / PLT-04
V-100190,Verwood Tooling Ltd,,Pending,Corporation,138079060,626039362,United States,USD,Net 30,3 way,false,,verwood.tooling@verwoodtoo.com,US-AP,,2028-12-28,PLT-04
V-100191,Culverton Castings Inc.,,active,Corporation,60-8807926,417424048,Germany,EUR,Net 30,3-way-direct,false,,culverton.castings@culvertoncas.com,US-AP,Low,07/28/2026,"PLT-03, PLT-11, PLT-09"
V-100192,Grimsby Seals Ltd.,,active,Sole Prop,971287498,,MX,USD,Net 30,2 way,no,,grimsby.seals@grimsbysea.com,US-AP,Low,06/05/2028,PLT-05 / PLT-08 / PLT-01
V-100193,Marchmont Machining Inc.,Marchmont Machining,inactive,LLC,52-4684468,256352852,GB,MXN,COD,3-way,True,MBE,marchmont.machining@marchmontmac.com,US-AP,Tier 2,10/16/2028,PLT-11 / PLT-01 / PLT-09
V-100194,Kettleby Electrical Co,Kettleby Electrical,Active,,69-4465913,324967239,United Kingdom,USD,Net 30,3-way-direct,FALSE,,kettleby.electrical@kettlebyele.com,US-AP,High,2026-08-16,PLT-11;PLT-12;PLT-01
V-100195,Denholm Tooling Co,Denholm Tooling,active,,367832857,422681747,United States,USD,,3-way,false,,denholm.tooling@denholmtoo.com,EU-AP,High,,PLT-12
V-100196,Saltburn Plating LLC,,active,Corporation,91-5913036,223550652,US,GBP,Net 90,3-way,Y,WOSB,saltburn.plating@saltburnpla.com,MX-AP,1,12/13/2028,PLT-07;PLT-02
V-100197,Denholm Seals Inc.,Denholm Seals,active,Corporation,35-2331804,510445130,US,GBP,Net 90,2 Way Match,FALSE,,denholm.seals@denholmsea.com,,2,2026-10-08,PLT-05
V-100198,Elmswell Castings Corp,,active,LLC,,500840735,USA,Euro,NET30,3-way-direct,no,,,US-AP,1,2028-09-16,PLT-11
V-100199,Rushcliffe Coatings PLC,Rushcliffe Coatings,Active,Corporation,044170674,706887720,USA,GBP,30 days,3-way,Yes,WBE,rushcliffe.coatings@rushcliffecoa.com,EU-AP,High,2026-10-06,PLT-08;PLT-09;PLT-10
V-100200,Grimsby Plating Co,,Inactive,LLC,679261971,378313681,MX,US Dollar,Net 30,None,no,,grimsby.plating@grimsbypla.com,US-AP,Tier 2,05/22/2027,
V-100201,Ullswater Electrical GmbH,Ullswater Electrical,active,LLC,,07-379-6894,CA,usd,30 days,3-way,no,,ullswater.electrical@ullswaterele.com,US-AP,2,,PLT-02 / PLT-08
V-100202,Ullswater Calibration Ltd,Ullswater Calibration,active,LLC,83-7453986,703124910,Germany,US Dollar,Net 45,2-way,False,,ullswater.calibration@ullswatercal.com,US-AP,3,2027-08-06,PLT-11 / PLT-09 / PLT-10
V-100203,Castleford Fasteners Ltd,,Inactive,Partnership,10-9922578,834029451,United States,USD,COD,2-way,YES,WBE,castleford.fasteners@castlefordfas.com,EU-AP,2,10/18/2028,PLT-08
V-100204,Wolverton Plating Inc,,Active,Corporation,23-8851445,,USA,USD,Due on receipt,3-way,no,,ap@wolvertonpla.com; wolverton.plating@wolvertonpla.com,US-AP,1,2028-03-25,PLT-05;PLT-01
V-100205,Marchmont Lubricants GmbH,,active,Corporation,564395739,362455107,US,CAD,Net 15,none,No,,marchmont.lubricants@marchmontlub.com,US-AP,Low,2028-12-27,"PLT-04, PLT-02, PLT-05"
V-100206,Castleford Bearings Corp,,inactive,Sole Proprietor,64-8203149,131040594,US,EUR,2/10 Net 30,3-way,false,,,US-AP,2,2028-11-08,PLT-02
V-100207,Jarrow Calibration Co,,Draft,LLC,66-2821096,666045957,US,USD,Net 30,3 Way Match,no,,jarrow.calibration@jarrowcal.com,US-AP,2,2028-01-10,PLT-10
V-100208,Yarborough Lubricants LLC,Yarborough Lubricants,Active,Corporation,65-7551401,331405371,GB,USD,Net 30,3-way,TRUE,DBE,yarborough.lubricants@yarboroughlub.com,,Tier 3,,PLT-02;PLT-06;PLT-01
V-100209,Lansdowne Bearings S.A. de C.V.,Lansdowne Bearings,Active,Sole Proprietor,717117870,487078185,,GBP,30 days,3-way,F,,lansdowne.bearings@lansdownebea.com,EU-AP,1,2027-05-25,PLT-07;PLT-10;PLT-02;PLT-12
V-100210,Quarrington Forgings Inc.,Quarrington Forgings,A,Corporation,68-9987665,382451483,USA,GBP,Immediate,none,false,,quarrington.forgings@quarringtonfor.com,,,10/05/2026,PLT-10
V-100211,Kettleby Springs LLC,Kettleby Springs,Pending,Limited Liability Company,123775148,775980248,Germany,CAD,Immediate,2 Way Match,No,,,MX-AP,2,2027-11-22,PLT-06
V-100212,Pemberton Seals Corp,Pemberton Seals,Draft,Sole Prop,47-5581517,971979010,US,USD,Net 30,3-way,,MBE,pemberton.seals@pembertonsea.com,MX-AP,Tier 2,2027-02-16,"PLT-10, PLT-03"
V-100213,Culverton Gasket Inc,,ACTIVE,LLC,86-6699039,312918178,Deutschland,USD,Net 90,,yes,SDVOSB,culverton.gasket.culvertongas.com,US-AP,Low,,PLT-04
V-100214,Jarrow Tooling GmbH,,ACTIVE,S-Corp,82-2740436,436651099,United States,MXN,Net 45,None,TRUE,WBE,jarrow.tooling@jarrowtoo.com,EU-AP,,,PLT-02;PLT-05
V-100215,Thirlmere Castings LLC,Thirlmere Castings,Inactive,LLC,35-4398352,928567551,Deutschland,USD,30 days,,true,MBE,thirlmere.castings@thirlmerecas.com,US-AP,Tier 2,2028-04-01,
V-100216,Fairweather Tooling S.A. de C.V.,,Active,Corporation,00-6892984,453416548,Mexico,EUR,COD,none,False,,fairweather.tooling@fairweathertoo.com,EU-AP,1,,"PLT-03, PLT-08"
V-100217,Marchmont Springs Ltd.,Marchmont Springs,active,S-Corp,968935825,,DE,,Net 45,3-way,yes,DBE,marchmont.springs@marchmontspr.com,UK-AP,,2026-07-02,PLT-08;PLT-05
V-100218,Elmswell Foundry GmbH,Elmswell Foundry,Active,Non-Profit,92-2055049,46-344-9947,GB,USD,N30,3-way-direct,false,,elmswell.foundry@elmswellfou.com,,Medium,2026-10-02,"PLT-07, PLT-01, PLT-02"
V-100219,Hollingworth Packaging Ltd.,,active,LLC,752611901,882855886,US,USD,Net 30,3 way,No,,hollingworth.packaging@hollingworthpac.com,US-AP,3,2026-12-10,"PLT-05, PLT-11, PLT-01"
,Oakhurst Plating Ltd.,,draft,LLC,38-2862613,120321615,USA,USD,Net 90,none,N,,oakhurst.plating@oakhurstpla.com,EU-AP,1,08/20/2028,PLT-03;PLT-05;PLT-12;PLT-07
V-100221,Denholm Machining Ltd,,Active,LLC,,771453836,US,USD,Net 60,3-way-direct,false,,denholm.machining@denholmmac.com,US-AP,Medium,2028-09-17,PLT-07;PLT-10
V-100222,Rushcliffe Pneumatics PLC,,I,Sole Proprietor,66-3934917,899945845,United Kingdom,GBP,COD,3-way-direct,no,,rushcliffe.pneumatics@rushcliffepne.com,US-AP,Tier 3,02/23/2028,PLT-09;PLT-12
V-100223,Farndale Bearings LLC,Farndale Bearings,Active,Corporation,699071120,533616379,US,GBP,30 days,2-way,No,,farndale.bearings@farndalebea.com,US-AP,2,12/21/2026,PLT-02;PLT-10;PLT-06;PLT-05
V-100224,Ballantyne Machining Ltd,Ballantyne Machining,,,999672602,599662876,GB,USD,Net 60,3-way,False,,ballantyne.machining@ballantynemac.com,US-AP,Tier 3,06/22/2026,PLT-05;PLT-02;PLT-11
V-100225,Ballantyne Forgings GmbH,Ballantyne Forgings,active,Non-Profit,053240146,333645454,Deutschland,EUR,Net 30,None,FALSE,,,EU-AP,3,2028-04-05,PLT-02
V-100226,Yarborough Foundry LLC,Yarborough Foundry,active,LLC,,962183965,GB,USD,Net 90,2 way,False,,yarborough.foundry@yarboroughfou.com,US-AP,1,2027-11-09,
V-100227,Ashworth Calibration S.A. de C.V.,Ashworth Calibration,active,Corporation,01-7703319,,US,USD,Immediate,2-way,no,,ap@ashworthcal.com; ashworth.calibration@ashworthcal.com,EU-AP,,12/24/2027,PLT-08
V-100228,Rushcliffe Pneumatics Inc,,Pending,S-Corp,78-1060827,,United States,USD,Net 30,2-way,TRUE,DBE,rushcliffe.pneumatics@rushcliffepne.com,,1,2028-04-22,PLT-12
V-100229,Marchmont Weldments PLC,Marchmont Weldments,Inactive,Sole Proprietor,,,United Kingdom,EUR,2/10 Net 30,3-way-direct,N,,marchmont.weldments@marchmontwel.com,US-AP,High,2026-03-02,"PLT-04, PLT-05, PLT-02"
V-100230,Thirlmere Coatings Corp,,On Hold,Sole Proprietor,74-8961924,770024437,Canada,USD,Immediate,2 way,True,DBE,,US-AP,3,07/13/2026,PLT-04
V-100231,Ashworth Hydraulics LLC,Ashworth Hydraulics,Active,LLC,98-8211341,144216480,GB,EUR,COD,3 way,T,WBE,ashworth.hydraulics@ashworthhyd.com,CA-AP,,2026-02-17,PLT-04;PLT-05
V-100232,Netherfield Calibration S.A. de C.V.,Netherfield Calibration,A,LLC,16-7886095,154186258,United States,USD,30 days,3-way,Y,SDVOSB,netherfield.calibration@netherfieldcal.com,US-AP,Medium,2028-05-15,PLT-04 / PLT-10
V-100233,Alderman Valves PLC,Alderman Valves,active,Corporation,52-5487475,626783827,United Kingdom,USD,Net30,,TRUE,WBE,alderman.valves@aldermanval.com,,,2028-09-17,PLT-10
V-100234,Draycott Abrasives Co,Draycott Abrasives,Draft,LLC,935448907,521981327,United Kingdom,USD,Due on receipt,3-way,0,,draycott.abrasives@draycottabr.com,EU-AP,2,03/06/2027,"PLT-02, PLT-01, PLT-03"
V-100235,Netherfield Foundry Co,Netherfield Foundry,On Hold,Corporation,20-8702726,989183854,US,usd,30 days,3-way,no,,netherfield.foundry@netherfieldfou.com,EU-AP,Tier 1,2026-10-18,PLT-11;PLT-05;PLT-04
V-100236,Quarrington Abrasives S.A. de C.V.,Quarrington Abrasives,ACTIVE,Limited Liability Company,85-9228053,500580266,Canada,usd,30 days,2-way,F,,quarrington.abrasives@quarringtonabr.com,US-AP,1,2026-02-02,"PLT-09, PLT-02, PLT-08, PLT-07"
V-100237,Alderman Packaging LLC,,Pending,Partnership,51-1958111,314357444,CA,USD,Net 60,2-way,No,,,MX-AP,3,2027-01-02,"PLT-06, PLT-07"
V-100238,Fairweather Tooling LLC,Fairweather Tooling,draft,Corporation,,917685488,US,GBP,Immediate,3-way-direct,N,,ap@fairweathertoo.com; fairweather.tooling@fairweathertoo.com,CA-AP,2,2027-03-27,PLT-09;PLT-04;PLT-05
V-100239,Wolverton Bearings Co,Wolverton Bearings,,Limited Liability Company,56-9868633,193158779,CA,USD,Due on receipt,3-way,1,WBE,,UK-AP,1,2026-06-06,PLT-08;PLT-09;PLT-10
V-100240,Saltburn Bearings PLC,,active,,35-6403564,987156241,Mexico,USD,Net 15,Three way direct,F,,saltburn.bearings@saltburnbea.com,US-AP,Tier 2,2027-01-10,PLT-12;PLT-11
V-100241,Saltburn Springs GmbH,,Inactive,S-Corp,,196773075,GB,EUR,Net 15,3 Way Match,no,,saltburn.springs@saltburnspr.com,,3,,PLT-04
V-100242,Jarrow Machining Inc,Jarrow Machining,draft,Sole Prop,743145949,838379699,US,GBP,Net 90,3-way,Yes,SDVOSB,jarrow.machining@jarrowmac.com,EU-AP,Medium,2027-07-13,"PLT-10, PLT-12, PLT-01, PLT-09"
V-100243,Verwood Valves Corp,Verwood Valves,Active,Corporation,65-9647443,65035076,GB,EUR,Immediate,none,FALSE,,verwood.valves@verwoodval.com,CA-AP,1,2027-01-13,PLT-08;PLT-11
V-100244,Draycott Castings Ltd.,,ACTIVE,,828032861,681477023,US,USD,N30,Two-way,YES,WBE,draycott.castings@draycottcas.com,US-AP,1,,PLT-07
V-100245,Ashworth Tooling Ltd.,Ashworth Tooling,Inactive,LLC,,479396096,US,,30 days,2 way,0,,ashworth.tooling@ashworthtoo.com,US-AP,High,2026-09-19,PLT-08;PLT-05;PLT-09
V-100246,Elmswell Valves LLC,Elmswell Valves,inactive,Corporation,,666365760,US,USD,,Two-way,,,elmswell.valves@elmswellval.com,US-AP,,2027-01-22,PLT-10;PLT-05
V-100247,Alderman Coatings S.A. de C.V.,,Pending,Corporation,62-9750723,410204507,USA,USD,,,N,,alderman.coatings.aldermancoa.com,,2,2026-01-28,PLT-03;PLT-04;PLT-05
V-100248,Ballantyne Lubricants S.A. de C.V.,Ballantyne Lubricants,,LLC,716157940,,USA,GBP,Net 45,,0,,ballantyne.lubricants@ballantynelub.com,US-AP,,2027-04-26,PLT-03
V-100249,Wolverton Castings Ltd.,Wolverton Castings,Pending,LLC,27-2458525,127649066,DE,MXN,Net 45,3-way,false,,wolverton.castings@wolvertoncas.com,US-AP,2,,PLT-05
V-100250,Yarborough Lubricants Inc,Yarborough Lubricants,A,Corporation,62-6419460,25-862-3981,U.S.,USD,Net30,3 Way Match,false,,,MX-AP,Low,2026-08-16,"PLT-08, PLT-11, PLT-09"
V-100251,Quarrington Gasket Corp,Quarrington Gasket,Inactive,Non-Profit,962968481,233517100,USA,CAD,Net 45,3 way,N,,quarrington.gasket@quarringtongas.com,US-AP,Tier 1,2026-11-28,PLT-11
V-100252,Wolverton Coatings Inc,,Draft,Corporation,91-3521162,727037139,USA,GBP,,2 way,no,,wolverton.coatings@wolvertoncoa.com,CA-AP,1,02/26/2028,PLT-03
V-100253,Pemberton Castings Co,Pemberton Castings,draft,S-Corp,70-8628791,492861436,DE,MXN,Net 15,3-way,F,,pemberton.castings@pembertoncas.com,,Tier 1,10/26/2026,PLT-05;PLT-03
